ImageId,PredictionString
ID_99bc4d11b,0.13930924 2.6224365393107565 -3.123057114081927 3.0577878973113526 13.253789976445077 82.29601979255676 0.19804163577900646 0.155188 -3.1392220364496213 -3.1274155640327415 0.5142628819576094 12.206619054001148 72.87456393241882 0.26012610426195093 0.1340172 0.04595310417370459 -3.1109633838110646 17.156566415844633 10.343944487034795 61.20185852050781 0.19775205123415399 0.14692779 2.1890166147074113 -3.117670662822672 -7.277924086036013 11.325365414981867 63.23920488357544 0.2901943289317029 0.15307108 2.6751530628746076 -3.114201000081845 -4.672795425695051 12.671501671577179 72.07357287406921 0.2511128179371841 0.15644011 2.3297554228648925 -3.1146840025954923 15.542341439583645 12.985433014368041 73.27380180358887 0.2107821264284492 0.16255912 0.045293174029175674 -3.0967087243967732 15.905475211226065 10.003032349551193 57.56906270980835 0.3681314967998403 0.15207863 -0.10903690419011602 -3.0868918803804597 14.538443388064309 8.437596075737945 48.54240119457245 0.22134618969122913 0.14279178 0.010203706468636473 -3.098327452438422 13.119863644228076 7.384099233284808 42.30915904045105 0.2163359564272989 0.16584125 -0.001029968517331384 -3.0796411914103707 14.217877898925494 8.397171383142432 45.69775462150574 0.39687556477809605 0.16285108 0.02951681216200665 -3.0867105183475694 11.263764123727249 6.428505604153061 33.05739164352417 0.4939838214946768 0.14826429 0.034643644148917234 -3.0972197224670133 10.770397107411789 5.212686376537897 27.240246534347534 0.3204667442434393 0.12912294 -0.21252402684047356 -3.097109867381402 10.297934147899927 4.7418225330374675 24.81475919485092 0.19367961267623846 0.16212043 -0.04271215195341284 -3.0867427607351026 8.946297317771283 4.489193812728621 21.42355740070343 0.2476295645200066 0.15913361 0.052675623898386766 -3.086902769404002 2.596895348734715 5.258097846553843 24.76271539926529 0.40487830446861933 0.15855038 0.040563889650135125 -3.0862651598923883 8.494289316606222 3.8299503087349454 15.3578519821167 0.37235505804886687
ID_9bd02b06b,0.14333503 3.048311918137104 -3.118264053138443 -24.968148829357975 13.169737929185777 79.44245338439941 0.34139185725482646 0.12634143 -3.1209572100661047 -3.1235932541363916 -10.847149489208094 6.7112439721599 40.22380709648132 0.20020817467961616 0.14877704 -3.093216723279885 -3.1114261356466493 -18.688751313152043 20.048721089271066 119.28846836090088 0.33379941692795084 0.15407477 -3.115430874875102 -3.1358709280663213 -12.922818422671748 8.187635462094711 47.48314023017883 0.24824039671077497 0.153174 -3.141016451109639 -3.1194663253896913 -9.957433010520267 10.709566842128204 61.346352100372314 0.5107858081374131 0.15219918 -3.128521013679259 -3.1390953866117677 -14.885424383544883 7.149521667215223 38.66952955722809 0.49762090027143524 0.14891928 3.1214837944712 -3.135318152728029 -15.242046919182043 7.635404338423238 40.62492847442627 0.29901764069082754 0.15552188 -3.1212516428522608 -3.117096109437295 -7.572837996421969 6.30610606711751 34.10547971725464 0.20776480786615645 0.1510863 0.00014197308022102274 -3.0995844473415097 -4.781323305809749 7.056373332190247 36.72744035720825 0.4522727755512632 0.15339895 0.030068494727444127 -3.0925520492070397 -2.122572218050004 5.7874706316071824 29.627737402915955 0.4552022898683916 0.14736886 -3.1223119122595184 -3.1409280878775796 -14.913980165044732 4.724636602546224 23.105935752391815 0.5089425240591086 0.14605416 0.015978193616750604 -3.0949059036844453 -4.140496565765441 2.4771695847295305 7.789546251296997 0.3383140020065067
ID_3eb110281,0.14135687 2.384295654444136 -3.1086216924064836 -36.2718991814961 8.2483443638841 51.84786319732666 0.21347770179866105 0.15308875 2.5157714411035172 -3.1068538186424455 -22.552411521171845 6.672868877663298 39.900243282318115 0.2015579095317583 0.13672759 1.1930657355431522 -3.0925078709893903 -30.95856387516915 11.079547093608685 65.395987033844 0.23968812857141714 0.14863876 2.172277983179213 -3.111264493437954 -23.87387917915261 8.95051425031052 49.9987930059433 0.24999026992045295 0.15181917 1.4693026150538369 -3.111235836642333 -28.251300905993357 12.338165803846428 67.79637932777405 0.21544602107129215 0.15443486 3.13456826645241 -3.1176126060360154 -19.424305142759763 17.991793492616758 102.81879901885986 0.31343651427661867 0.15589723 3.1010473980358695 -3.125766825052448 -10.09786817589992 15.378296587656438 85.36116480827332 0.39727959921049955 0.16281518 -3.1408075994923736 -3.1281812602006873 -13.766129578532505 11.713558887949777 63.42071294784546 0.19912548753485987 0.14757185 3.0644574765484474 -3.1338966769450387 -0.5191543961434216 13.237421876549414 69.85553503036499 0.3057582334782603 0.15503386 0.01132860333406662 -3.0960280319028577 8.203644962168987 15.289043828689072 83.93195867538452 0.22066295098733463 0.15564679 2.9964659223506684 -3.129690434905239 -4.547321019722043 9.636237523990236 49.28115904331207 0.5023164282692872 0.16346404 3.0181669743402324 -3.1381522362404546 -0.523749567298565 13.120570293526542 66.47409200668335 0.19985922239145437 0.15512744 0.008032228643153293 -3.1028046404295644 1.5582252620228887 10.566865871955322 54.4355034828186 0.503552540395412 0.1525624 0.0066439677118393095 -3.1005560887330255 5.082124307957529 11.297797630835937 58.34530591964722 0.5141169512292023 0.15788195 0.032641432232180065 -3.0938593094521245 8.875038211165142 11.71654101288798 56.94425106048584 0.4106665700616004 0.15495671 -0.036687931772493104 -3.0938132909410676 8.39603809793848 10.077741589577585 48.51216673851013 0.25377626687438426 0.13080195 -1.8084205812501135 -3.1323286426537713 31.201514586403423 13.459953097501753 66.27126932144165 0.19496509615396238 0.15035021 1.5356664387361412 -3.123560372861572 39.58847203972222 16.269700441549716 74.67599511146545 0.23191925371426822 0.15301247 0.02931464743572192 -3.0904972982876977 6.121234040220829 5.9688421253666695 26.61314606666565 0.2853814911333689 0.15785065 0.021701904207251564 -3.085654730098792 4.642198716917402 4.887945169851243 16.82541072368622 0.4688047524459434
ID_223276b96,0.14282358 0.6757796300323772 -3.098796920972415 -26.811603237579895 7.464403829035823 42.29639768600464 0.23546123816463577 0.15576409 2.7487017638995126 -3.1167177112125835 -17.774645807982218 14.057536635588109 78.18719148635864 0.3899453637262278 0.13859834 1.9425612774047443 -3.112759817513176 -17.751902519775648 15.784267164860275 88.71598839759827 0.2891550782644149 0.14653485 -2.3461542134175484 -3.110149460034915 -18.51686028303578 18.055017405485984 102.50568389892578 0.29112461882027973 0.15418668 0.5934182233928339 -3.1040914823585233 -22.0248441343395 6.533178207606015 35.47777533531189 0.18273511019383243 0.15617092 3.133254831493242 -3.136716427403041 -15.875053773575058 8.393204596695771 43.088579177856445 0.46788290299741275 0.1481899 2.6769987354595703 -3.1165456009381494 4.019722125713354 10.990740811339212 53.46088409423828 0.2976293630604299 0.14116026 1.7968929963473517 -3.111659912514039 7.184573916081469 8.825189365871232 43.706658482551575 0.43251158307667925 0.1535364 0.5160212558745452 -3.0994369891756257 -1.7381583991054483 6.67791109128031 30.859121680259705 0.33506676943752683 0.14231367 -1.2530944586875639 -3.115762610109993 -0.7720232400028899 6.947767395226389 32.814157009124756 0.42813651318190266 0.14635856 1.1962934212084564 -3.1127453205459794 14.275082595627229 10.377697011594798 47.902849316596985 0.2436284226034544 0.13476782 1.7648667634691102 -3.111613379912921 15.701326089426415 8.78925331384168 40.71129560470581 0.39882087275631384
ID_1f8605bdc,0.1409711 0.012616826223589542 -3.093018902587243 -29.348556174541827 15.620301154268645 72.38208055496216 0.384813712834543 0.14572144 0.075440638816679 -3.0981899109953126 -12.022877824448669 13.666817681725618 62.60954141616821 0.3677191740910558 0.15462847 -0.01835512661703313 -3.1029564832621297 -25.088711796540558 16.33313264841741 73.79987239837646 0.3137456018770112 0.15079896 0.005819043880641541 -3.1035425422065934 -7.019770923431267 7.026071498355842 26.78907811641693 0.31073653222568803
ID_089d5b041,0.12259928 0.011873560908142159 -3.0867394899302205 -35.247477657972226 17.338298059818968 82.93451070785522 0.20261863429769883 0.137387 0.18732685781687514 -3.0870725234323224 -37.49349050623511 22.22921555523664 106.40918016433716 0.2616908332551874 0.14588979 0.028267931434647592 -3.0920538326078137 -29.685531717369933 15.101288287458766 69.53363418579102 0.46224669334072466 0.14665195 0.1745251780330099 -3.089706542091914 -34.781601408966864 20.666308100182793 96.95890545845032 0.2017254597169892 0.145427 0.0023666439830485955 -3.0974748489731034 -27.546892930836634 17.39108803887301 81.62100315093994 0.37332498797952185 0.14303063 0.03552445376384949 -3.0946686958246907 -24.649879568028727 14.442716075236557 62.93900012969971 0.3747561168091088 0.14681678 -3.104444081576188 -3.1258027983182153 -27.92892785803503 9.313392600459808 39.926931262016296 0.4536152292491617 0.14944796 0.028427494524788138 -3.0944016111367425 -19.972230849870957 9.066084591685076 35.490161180496216 0.4889874176474706
ID_b4fc9fa2c,0.13502996 2.91908427647037 -3.1110775881730994 -42.60418857405927 9.616876740946164 63.683390617370605 0.3926293442764824 0.1346478 1.9951646269676622 -3.1069000234180173 -39.45633217095284 9.38346109847576 64.57078456878662 0.2834864357787211 0.13333343 3.1215673301879416 -3.1228160971128425 -6.974366383738979 8.378307232795489 51.695412397384644 0.2194501628386359 0.15381886 2.474237977922904 -3.118824189650365 -7.401603116749768 15.952667240757961 94.27624344825745 0.26202633379947815 0.15436517 2.386942148842181 -3.1151567195826253 -1.2342414665638102 18.205900118212046 106.94699287414551 0.29766102514294 0.1501389 0.9313177751651859 -3.1114608739786824 -1.3058087635456217 17.118884469220266 105.06243705749512 0.23773958576001153 0.14467178 0.1849789736681098 -3.1055855361097535 0.4195299658856541 13.299887750528555 79.72272038459778 0.3659171085954364 0.16026777 3.137418561130986 -3.1377466080063066 -8.61912087087907 10.67615721156665 60.41644811630249 0.3878022921208151 0.14262028 -3.0888251477458586 -3.1335681193792304 -15.239403116556112 4.359092672980981 23.843806982040405 0.27992021050289423 0.13950817 -2.8758938284624818 -3.1159368363493165 -18.8360016862991 8.039552888331476 43.06088089942932 0.3031675094483611 0.16143726 0.0057561687210350215 -3.097156813489743 2.4326336727721225 8.449174438166352 43.947672843933105 0.3936028870377777 0.15737829 0.009140469726233726 -3.095155330496379 -0.41970301636182594 5.3421066249740345 25.306332111358643 0.392682755225408 0.16074735 0.015563606912739 -3.0836009999089917 2.1965716008064513 6.228617488267474 28.802847862243652 0.20032200120260907 0.16085704 -0.033616661403851174 -3.0957044792645654 2.7953485382773064 5.317000900580708 24.865055084228516 0.2720369642512002 0.13148437 -3.138383803485172 -3.1297364590042314 -3.678514825293794 2.7676795980384474 11.835259944200516 0.28512042983853864 0.14738633 -3.131590563871569 -3.1387338881664952 -4.648372631003297 3.547147450290834 14.744886755943298 0.46941665498059854 0.13473965 0.03714851517864289 -3.1001063381605825 3.049493064358059 3.971610022249344 14.932692050933838 0.28943025429649255 0.15726884 0.017967344166343567 -3.0929994751983365 3.603016418309196 4.627446567335493 17.135068774223328 0.42331819664985193 0.14961773 0.005280060352229491 -3.0957370941811284 3.4019883684222223 2.7126571917230953 7.526068389415741 0.22770103121438698
ID_0a2bb53de,0.1351668 -3.1093186776808803 -3.1284569577598056 -32.993646810960826 7.9911300265273155 48.785680532455444 0.44274663311578677 0.13850202 -3.117732320209154 -3.129120811941572 -36.63008934181788 10.356110012364086 61.60295605659485 0.291884291089566 0.13727662 -3.072629646827038 -3.1227960494631013 -34.15187286344929 10.179173682747555 60.526442527770996 0.30802011106573474 0.14465123 -3.1285171177460285 -3.127258891361304 -26.607990156453717 13.18305991635734 78.46360206604004 0.4203783953192845 0.1269466 -3.1144226163024173 -3.133871080475398 -15.555869368102153 5.354982056434196 30.551189184188843 0.3401568882231323 0.14771807 0.010416664228812775 -3.096289465325423 -11.781645775195551 8.367616285576215 46.38851881027222 0.3371017570858773 0.15189429 -0.02447321692783333 -3.1063836236768445 -7.635081229398604 13.80933619599478 77.76649594306946 0.25404308982921897 0.1560289 0.08930722339673489 -3.100909615057059 -0.9090986009231344 22.174768104501265 128.57296466827393 0.3142061293022575 0.15239587 0.07382119428084352 -3.107615931081124 -0.6446514326107176 22.066408504206073 124.33074712753296 0.3037642600972207 0.15460148 -0.002853181746118868 -3.105572549747773 -0.34033419864409953 23.666384203242096 131.9440722465515 0.26419754144022956 0.15360329 -3.1226036431284916 3.132236248003789 -17.142391735554117 6.201627883744567 32.9995721578598 0.32170634052272645 0.15420505 -3.109818154788822 -3.1381632407479962 -19.476306072914852 9.92404309148398 54.379892349243164 0.3329930603686793 0.14552216 0.004431056121633993 -3.0969614927941045 -12.083674601757778 7.805334995795654 42.114266753196716 0.43011603061826803 0.15026736 0.025600668315269866 -3.1006697957688054 -9.040834846502587 9.449594837796425 49.030449986457825 0.46427906086053655 0.14584942 0.016493076617578376 -3.1022116747968873 -8.806151767993043 7.9042895102814725 40.038686990737915 0.4267306519552594 0.15694465 -0.039327078952288416 -3.102994704740592 -8.53172624437054 8.484912882853912 43.48424673080444 0.23332378744397353 0.14147519 0.005252974101209043 -3.1002883111410817 -4.273674575427089 7.617518728277278 38.9051616191864 0.4218682712726166 0.16184492 0.05664045780572011 -3.086255421983548 1.8237797316346638 9.61826999951779 48.17233085632324 0.5385212513022308 0.14913233 0.010626299496984433 -3.100049315141984 -7.679275981580743 6.571827565946943 31.913721561431885 0.5222543253366912 0.15981576 0.054798547733566544 -3.0873083752864083 2.581595841154427 8.436453844383722 40.62698781490326 0.5260754234504579 0.14406791 -1.7586499140156788 -3.1073594597452363 11.959717072672532 9.18826987543346 45.0130820274353 0.3005609275752976 0.13358933 -1.544249594854668 -3.115795863913842 13.144838827124323 7.854510843793924 36.89163029193878 0.24554716048862335 0.1521869 0.041644215664278936 -3.0858870690041265 3.75839427600848 6.1978206854517515 27.704498171806335 0.453836346075014 0.12944974 -1.5442076126731277 -3.127075344445654 12.172903296800008 5.777751254325106 25.714293122291565 0.21290262913151667 0.1611503 0.04843389339367588 -3.082483051466294 4.443485040489738 5.14270395766221 21.053865551948547 0.44173820125003693 0.1617086 0.0378427165223199 -3.087626615660735 5.1018992726171595 4.575995465436346 16.279298067092896 0.3587005803147776 0.14629379 0.03518362048583809 -3.0922627841406545 4.889472078191053 3.1530898627460457 9.535659104585648 0.2693420138143045
ID_58921d231,0.1544292 -0.018240451492645127 -3.096251791464635 6.185371842856138 14.746760247763248 62.22501993179321 0.19830635761737192 0.1549397 -0.05347443844187871 -3.114852463948079 10.349758430921282 12.265132898587012 51.33934020996094 0.3687623596003254 0.16266517 0.027782951889362924 -3.0947352183335504 11.531145817833094 9.971251389841573 38.40152621269226 0.22584078538652186 0.15232049 0.021404253077810555 -3.0951052253418645 -4.21531486542795 5.414520182879402 19.81564611196518 0.3952265110864827 0.15677248 0.013995039368170682 -3.093945013480731 9.395520484780384 7.163516200599775 25.810787081718445 0.341254143376478 0.15359533 0.04201057431646514 -3.0903714654319963 10.053048705372278 6.384116941961831 21.6112419962883 0.42108232702302767 0.15293191 0.04106346085506947 -3.0920220484309873 11.516401142101081 5.988383462827784 18.683956563472748 0.43476941269542474
ID_f89d8e6cd,0.14347938 -0.025787800459775335 -3.1013578717880925 -6.727151334725964 10.372837852050232 56.5464973449707 0.24045736101064116 0.15001246 0.026529212908935406 -3.096552876877137 -3.7756871314542084 9.106403300700915 50.11863708496094 0.5102145294162548 0.1511254 0.052352728330084905 -3.092508802311965 -1.4855342532481466 8.073401432123276 44.22711133956909 0.3621314770936281 0.15896106 0.045138020188877366 -3.0933278520875653 2.9031034694886393 10.579696516801285 54.116034507751465 0.52499216214348 0.14142424 1.585741102729131 -3.117735007899352 32.89882253523482 14.523772741505725 75.86346864700317 0.3245188065289318 0.15146433 1.640115490215332 -3.115937555330344 20.20307389604725 13.423451114502456 67.1650767326355 0.2180984235861185 0.13985649 1.7911885505033833 -3.1250612643831452 21.48272595177081 13.356226728635624 68.97346377372742 0.37162866018617124 0.14939429 1.6643845879135646 -3.1297661160402974 25.615521906492727 15.072486659650828 76.99978351593018 0.2173249527492386 0.14819343 1.8486343503482934 -3.11655734305317 25.465464341477304 13.556474484424443 69.76765394210815 0.41402440059653095 0.13287792 1.776737985256953 -3.1252231934391936 25.87924722295828 12.850073944140837 67.21874475479126 0.22577344948106554 0.15774149 0.01994824084023875 -3.096909577148505 -3.972173857319617 6.398842424176598 30.870190262794495 0.3757477849038367 0.15483232 0.04241704484170282 -3.090399930375167 4.1697886930090915 7.746671221798187 37.588465213775635 0.5184582128276783 0.15125415 0.0294626538994626 -3.088282363610812 3.58194336297926 4.684134814175386 20.166611671447754 0.4109883902235163 0.14568661 0.007729256589593911 -3.0913782139592847 3.383269922255884 4.270815724357313 18.12940388917923 0.2502592059506061 0.15307364 0.008457545193055324 -3.0918837582045278 -0.09546479920010396 4.255268556070273 17.49526858329773 0.47525108780590586
ID_9f9c04c6f,0.14481904 1.8256864067506786 -3.106033170717307 16.076979682420816 17.866202662966835 106.34771585464478 0.20535949432151648 0.15674806 2.8714873722753453 -3.1094331984692296 -22.71644432109258 16.577765535131967 95.82229256629944 0.21701215785357109 0.15523598 -3.1292282625641232 -3.124383993568369 -22.382835007824106 17.982807491837217 102.34787464141846 0.2927670082057468 0.14989674 2.658822768032426 -3.1137287860089025 -6.000682898588776 14.009534786750242 81.26914501190186 0.406542888789646 0.14189163 -3.127538812194921 -3.1211389025026044 -4.465982202258067 14.542370508719847 83.94131660461426 0.26979097217733 0.15655972 2.9196192082410994 -3.124185277270623 -1.2744232076017177 18.624222233203408 108.54551792144775 0.33858278903542705 0.15633035 3.0038778063907 -3.1230817047231874 1.5426827316463245 16.731216977645325 96.04312777519226 0.4116449184920677 0.15139067 0.045402808486856905 -3.1039709021621427 6.498311883728063 12.813222010626188 70.81183791160583 0.2828577814038737 0.15695097 2.815202540683215 -3.1232054644548377 13.756870294750883 12.762993176473966 70.63354253768921 0.37533998178650224 0.15827928 0.47224098924712965 -3.1078666915469846 -4.016048088212666 11.53995506511146 60.59425473213196 0.2982235087896679 0.15370226 -3.0978996827122205 -3.1182601155065974 -3.0492071389326267 12.350769451026942 65.72427749633789 0.3818510275317943 0.16124986 0.062188993223448036 -3.0941061956160745 4.8852075980288525 8.307717721548173 45.4476535320282 0.40676251368384136 0.15174347 0.02354289737179872 -3.0986514558368405 -6.605340704115988 9.784252306585337 49.35906231403351 0.4946546030324823 0.14294882 0.03849040276946394 -3.095315197604247 2.880981162852695 7.4032738548991395 38.30552697181702 0.4181309326873941 0.17632027 0.013111356300495036 -3.0976424274318894 2.3630675768239606 6.96633004185859 34.60514545440674 0.2269357913484755 0.13277555 2.2239461746640345 -3.108834011601754 8.978301189013582 4.84619509641832 23.626652359962463 0.24836103368731197 0.14716798 3.0242122538649 -3.1263560523563108 8.17418332048894 4.401866062510478 20.465172827243805 0.32895477685910485 0.13937245 0.02188401623444284 -3.0972377379708966 2.6171237848889866 3.61698137496976 15.576216578483582 0.18773173834688447 0.1586888 0.04338448586447108 -3.0856533107631883 2.931411034282504 4.477767899470404 18.474924564361572 0.36429701569520817
ID_0591a0910,0.14992127 0.01845154499623762 -3.093723127739974 -27.904595252555133 15.37895698418673 87.05537915229797 0.28040830748012163 0.14457832 0.020182268925568236 -3.0949507524543485 -20.405334480782052 14.200378319387461 80.43068647384644 0.3937360330177337 0.14728548 0.2546873448559041 -3.092030843841382 -18.65669386746903 18.511056909061036 104.20632362365723 0.23970094987618634 0.14634648 0.08919876134542908 -3.095080131786414 -16.03672367562288 17.460172836051655 97.13727831840515 0.21240449580225146 0.13875543 -0.1669769855712779 -3.10169172112877 -18.429800567909115 5.938159646875267 31.830352544784546 0.20648017190665252 0.14721455 -0.03154698889901904 -3.096736116456338 -16.100463179710545 12.387845419102193 67.26144552230835 0.2747284518529726 0.15803091 0.006583450247831699 -3.1035332923107823 -17.484076961864815 9.880774838125433 51.932621002197266 0.33670830714948347 0.135428 0.020302582470488714 -3.0942257215553006 -4.638272789791686 8.176512753286726 40.06121754646301 0.2438389491291383 0.16372114 0.04514068399786646 -3.0979888906055173 -5.364057713855915 11.801200096426678 56.14502429962158 0.23191657358974643 0.15315461 0.015982945107437266 -3.09875130106742 -4.978278265717011 12.52297059249003 61.650991439819336 0.46480846519544505 0.15726985 0.009439965933853437 -3.101830380158969 -4.079373562224342 7.585096019935935 35.35231351852417 0.323845892338851 0.15409558 0.08877771236901326 -3.0941465740376195 1.1081573922903936 11.803675179300976 54.18565273284912 0.38567993460284006 0.1494432 0.010145020903727596 -3.097599545615264 1.9231160448738753 11.043944800359819 52.33123302459717 0.32250413615792856 0.1484633 0.029598984874111795 -3.0993947145813188 -12.266623065613642 4.601928852178297 20.16093283891678 0.4474330416553012 0.16059864 -0.004263449761394329 -3.0944266488128385 -4.560236027251723 6.31503365312549 28.210628032684326 0.37155643133600647 0.15750068 0.06289208844033231 -3.099176688241311 3.543516265788174 11.12918749999125 49.85035061836243 0.45392733403361935 0.15209563 0.013001346052283775 -3.095513967918702 -6.5555890707671605 4.760379887315085 18.617375195026398 0.47006047247179533 0.16110495 0.004470175572941298 -3.1064778735213956 -2.87130894594564 5.2253620731121355 20.48373520374298 0.30111247035039657 0.15470904 0.033140676491245254 -3.090113865333148 4.453189250144625 5.171077731087955 18.99241805076599 0.46390478983478434 0.15190582 0.038546649795181825 -3.0932985005253038 -3.700015064534277 3.903984812962217 12.535479664802551 0.35667893054929634 0.1473575 0.02203626683503799 -3.102470362680503 -2.8953606939140375 3.308733720713512 10.613612830638885 0.20603599464011205
ID_1a96a868e,0.14747053 3.1204477479670403 -3.122377922880002 -11.77461713232075 17.12080016823638 100.15096664428711 0.21476514465847035 0.14025895 3.113402729944745 -3.1288332251184663 -8.576315465669706 13.575930495752683 80.17849326133728 0.23952310830719462 0.15408343 3.119579356742864 -3.130261283489414 -12.704311042666344 9.34294856648581 53.70981693267822 0.3802768484986296 0.14165002 0.07881780382728555 -3.1060240623825273 6.221613789397052 13.998791972050668 78.74609231948853 0.20856739107668767 0.15597092 -3.140489808576933 -3.1372763385348996 -11.181186688448813 8.020407071476008 42.74890422821045 0.5117297520947266 0.15852803 -3.140885805354483 -3.137404056387492 -7.520007593756038 10.076834631335473 55.764442682266235 0.40886651583048766 0.13603695 -0.4064372840504338 -3.104835571842738 -1.4538950615833486 8.31233321150863 43.565207719802856 0.2796301469318583 0.15681627 0.42158334771500855 -3.099467350291558 9.648800846780347 10.886936271854118 59.51042175292969 0.19682318309564378 0.14546688 -0.30681139692940534 -3.108105519908019 9.935477511417176 10.559310328627891 55.888134241104126 0.19160136064564887 0.1402441 -1.1363074012713907 -3.120019419240304 12.02573775285893 10.730822578797815 57.5913667678833 0.3876245641157015 0.12622234 -3.1263550176701154 -3.1295440067821225 -9.743661619221696 5.147415120832873 26.730281114578247 0.2652475622581467 0.14869425 3.140729670476505 3.14144994889433 -11.285693493326574 6.949028778505652 35.674676299095154 0.4999745799114308 0.15108968 -0.0684764951621729 -3.094467958556958 -1.1304050274994006 7.587756896054824 38.90308737754822 0.28645440026334956 0.1260895 -0.6159490591180615 -3.11711021524901 4.370660600172239 7.821386259503224 40.05510210990906 0.312940105411539 0.15169322 -3.12735840020277 -3.1406608020239553 -11.705716459866583 6.861627484788791 33.28266739845276 0.46308843243892567 0.1596898 0.18476172876728542 -3.0923312475257596 3.4773291045453107 7.380404297713005 36.384302377700806 0.27561830722038055 0.14493233 -1.504119399616259 -3.119936192529746 12.847908970545074 8.73897969725546 42.54378080368042 0.3537202938971522 0.15352628 0.85435450931274 -3.110712709026881 15.214115746772038 7.424650018724863 36.16257905960083 0.252031200811585 0.1465107 -3.1115909475102326 -3.1388458890193185 -10.144083407591893 5.027207890424317 23.300132155418396 0.5341054932155754 0.1604403 0.038316857314027196 -3.093476804094859 -2.3050801336238154 5.316129122310535 24.704371392726898 0.39075387206318835 0.13846235 -1.78134987136537 -3.122364966320344 17.038918743072283 7.98484507914294 36.845964193344116 0.31222368364341163 0.14412588 3.119166417407519 -3.1331339367949447 -9.98807985502084 3.659842569065421 15.651346743106842 0.33473916519118235 0.14993447 0.0324901166145074 -3.0898897518687924 -0.009751802577786172 3.9176346357034655 14.4722580909729 0.21224511937391316 0.14515302 0.010965914148620554 -3.092509003477641 0.31826188992430876 3.2605501300771467 11.917830258607864 0.35667598841048626
ID_f164fabf2,0.14688577 1.1473904470225293 -3.1150535122775516 19.678905782373675 15.368415085868673 89.76156711578369 0.30640494052018297 0.15199026 0.016203452245849202 -3.099861180531331 7.190454575806849 12.760049019776185 72.56277799606323 0.36014022641338356 0.15563868 0.002491104039639008 -3.099560560780116 7.220867597019712 10.432415912090075 56.14579916000366 0.5092874939003613 0.15504315 1.592937583739718 -3.1107198038422545 -10.650472744637081 7.393810949709431 37.66644299030304 0.38321196426391724 0.14511992 0.9148426001252604 -3.1083735582702836 -9.995513023259623 8.322012808976044 42.5312340259552 0.20888416479457303 0.1340854 -1.0903361811986958 -3.0987972264462194 -9.748909041079642 8.7816965930847 45.604407787323 0.20889430803770423 0.16379642 2.942243672714651 -3.125142177688428 -1.9079774073770974 8.498773894304616 43.769827485084534 0.30047200200070906 0.15154143 0.029291251214830043 -3.0970277806096753 2.5034696964073433 8.539706442999574 44.4299578666687 0.4998077595548387 0.1490486 1.4210604539784493 -3.1044852827959737 -14.0145149856197 6.581501144389788 32.46450126171112 0.35197110723016173 0.15832855 0.019985500969669272 -3.0982717146449765 6.126115581159618 7.569405651506243 36.951667070388794 0.40930169740549444 0.15124956 2.4069744502859445 -3.122432042034813 -13.500518755808294 5.005666739727745 21.36525958776474 0.22477484487694122 0.1473854 0.27382410464502616 -3.089299315708228 -4.6920308667578166 6.083240222688415 24.9173641204834 0.3885500181824338 0.14783211 3.1292025148183913 -3.126730255904146 -4.7119441891701355 4.117667799684226 14.22397643327713 0.4311177433516163 0.14544952 0.028002958982440877 -3.0970399250560483 -6.730335441287838 4.356616305009341 11.751657724380493 0.30591235247125936 0.15109283 0.011184075920009182 -3.0910643508010587 3.1540125271567714 2.4432697654427753 6.621401011943817 0.32263395453944765
